EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_1,FIGHTER_2,FIGHTER_1_RESULT,FIGHTER_2_RESULT,JUDGE_1,JUDGE_1_SCORE,JUDGE_2,JUDGE_2_SCORE,JUDGE_3,JUDGE_3_SCORE
UFC Fight Night: Blachowicz vs. Jacare ,Francisco Trinaldo  vs. Bobby Green ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,Sal D'amato 27 - 30.Marcelo Vilhena 28 - 29.Guilherme Bravo 28 - 29.,http://ufcstats.com/fight-details/22307b580e0c8d0d,Francisco Trinaldo,Bobby Green,W,L,amato,27 - 30,Marcelo Vilhena,28 - 29,Guilherme Bravo,28 - 29
UFC Fight Night: Blachowicz vs. Jacare ,Warlley Alves  vs. Randy Brown ,L/W,Welterweight Bout,Submission ,2,1:22,3 Rnd (5-5-5),Kevin MacDonald,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/e6a0f19af995c432,Warlley Alves,Randy Brown,L,W,,,,,,
UFC Fight Night: Blachowicz vs. Jacare ,Douglas Silva de Andrade  vs. Renan Barao ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Sal D'amato 27 - 30.Marcelo Vilhena 27 - 30.Guilherme Bravo 26 - 30.,http://ufcstats.com/fight-details/80ce8f7d988d5e57,Douglas Silva de Andrade,Renan Barao,W,L,amato,27 - 30,Marcelo Vilhena,27 - 30,Guilherme Bravo,26 - 30
UFC Fight Night: Blachowicz vs. Jacare ,Ariane Lipski  vs. Isabela de Padua ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Chris Lee 27 - 30.Hallison Pontes 27 - 30.Guilherme Bravo 28 - 29.,http://ufcstats.com/fight-details/1800ffbb34ac7ed8,Ariane Lipski,Isabela de Padua,W,L,Chris Lee,27 - 30,Hallison Pontes,27 - 30,Guilherme Bravo,28 - 29
UFC Fight Night: Blachowicz vs. Jacare ,Vanessa Melo  vs. Tracy Cortez ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Sal D'amato 27 - 30.Marcelo Vilhena 27 - 30.Hallison Pontes 27 - 29.,http://ufcstats.com/fight-details/18e1b0df8da7010e,Vanessa Melo,Tracy Cortez,L,W,amato,27 - 30,Marcelo Vilhena,27 - 30,Hallison Pontes,27 - 29
UFC Fight Night: Zabit vs. Kattar ,Zabit Magomedsharipov  vs. Calvin Kattar ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 28 - 29.David Lethaby 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/c3bb60dc82345a9f,Zabit Magomedsharipov,Calvin Kattar,W,L,Mark Collett,28 - 29,David Lethaby,28 - 29,Paul Sutherland,28 - 29
UFC Fight Night: Zabit vs. Kattar ,Alexander Volkov  vs. Greg Hardy ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Lukasz Bosacki 27 - 30.Howard Hughes 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/3cd1f2c31b4e325a,Alexander Volkov,Greg Hardy,W,L,Lukasz Bosacki,27 - 30,Howard Hughes,27 - 30,Clemens Werner,27 - 30
UFC Fight Night: Zabit vs. Kattar ,Zelim Imadaev  vs. Danny Roberts ,L/W,Welterweight Bout,KO/TKO ,2,4:54,3 Rnd (5-5-5),Rich Mitchell,Punch to Head At Distance ,http://ufcstats.com/fight-details/071a1cd551b7b4d5,Zelim Imadaev,Danny Roberts,L,W,,,,,,
UFC Fight Night: Zabit vs. Kattar ,Khadis Ibragimov  vs. Ed Herman ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),VyacheslavKiselev,Lukasz Bosacki 27 - 30.Magomed Magomedov 27 - 30.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/408fc024d3e91b0e,Khadis Ibragimov,Ed Herman,L,W,Lukasz Bosacki,27 - 30,Magomed Magomedov,27 - 30,Howard Hughes,28 - 29
UFC Fight Night: Zabit vs. Kattar ,Ramazan Emeev  vs. Anthony Rocco Martin ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mark Collett 27 - 30.David Lethaby 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/1317d7cd79495a0e,Ramazan Emeev,Anthony Rocco Martin,L,W,Mark Collett,27 - 30,David Lethaby,28 - 29,Clemens Werner,28 - 29
UFC Fight Night: Zabit vs. Kattar ,Shamil Gamzatov  vs. Klidson Abreu ,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 28 - 29.Lukasz Bosacki 29 - 28.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/f820c6292e19d854,Shamil Gamzatov,Klidson Abreu,W,L,Howard Hughes,28 - 29,Lukasz Bosacki,29 - 28,Paul Sutherland,28 - 29
UFC Fight Night: Zabit vs. Kattar ,Magomed Ankalaev  vs. Dalcha Lungiambula ,W/L,Light Heavyweight Bout,KO/TKO ,3,0:29,3 Rnd (5-5-5),Marc Goddard,Kick to Head At DistanceFront Kick,http://ufcstats.com/fight-details/343749a2f7c5d78b,Magomed Ankalaev,Dalcha Lungiambula,W,L,,,,,,
UFC Fight Night: Zabit vs. Kattar ,Rustam Khabilov  vs. Sergey Khandozhko ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Lukasz Bosacki 27 - 30.Magomed Magomedov 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/c8dfcbee63266273,Rustam Khabilov,Sergey Khandozhko,W,L,Lukasz Bosacki,27 - 30,Magomed Magomedov,28 - 29,Paul Sutherland,28 - 29
UFC Fight Night: Zabit vs. Kattar ,Roman Kopylov  vs. Karl Roberson ,L/W,Middleweight Bout,Submission ,3,4:01,3 Rnd (5-5-5),VyacheslavKiselev,Rear Naked Choke ,http://ufcstats.com/fight-details/495e64df4c4ce7a7,Roman Kopylov,Karl Roberson,L,W,,,,,,
UFC Fight Night: Zabit vs. Kattar ,Abubakar Nurmagomedov  vs. David Zawada ,L/W,Welterweight Bout,Submission ,1,2:50,3 Rnd (5-5-5),Marc Goddard,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/1af574c0814429ac,Abubakar Nurmagomedov,David Zawada,L,W,,,,,,
UFC Fight Night: Zabit vs. Kattar ,Alexander Yakovlev  vs. Roosevelt Roberts ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Lukasz Porebski 28 - 29.Howard Hughes 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/a7807ab56cb49cad,Alexander Yakovlev,Roosevelt Roberts,L,W,Lukasz Porebski,28 - 29,Howard Hughes,28 - 29,Clemens Werner,28 - 29
UFC Fight Night: Zabit vs. Kattar ,Jessica-Rose Clark  vs. Pannie Kianzad ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Mark Collett 27 - 30.David Lethaby 27 - 30.Magomed Magomedov 27 - 30.,http://ufcstats.com/fight-details/c814ef3b3a26e2fe,Jessica-Rose Clark,Pannie Kianzad,L,W,Mark Collett,27 - 30,David Lethaby,27 - 30,Magomed Magomedov,27 - 30
UFC Fight Night: Zabit vs. Kattar ,Grigory Popov  vs. Davey Grant ,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),VyacheslavKiselev,Lukasz Porebski 28 - 29.Paul Sutherland 29 - 28.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/f0418c2c989a5cde,Grigory Popov,Davey Grant,L,W,Lukasz Porebski,28 - 29,Paul Sutherland,29 - 28,Howard Hughes,28 - 29
UFC 244: Masvidal vs. Diaz ,Jorge Masvidal  vs. Nate Diaz ,W/L,Welterweight Bout,TKO - Doctor's Stoppage ,3,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Facial Cuts,http://ufcstats.com/fight-details/ac0a63ad13897564,Jorge Masvidal,Nate Diaz,W,L,,,,,,
UFC 244: Masvidal vs. Diaz ,Kelvin Gastelum  vs. Darren Till ,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Dave Tirelli 30 - 27.Eric Colon 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/7c40aa2cb6883a91,Kelvin Gastelum,Darren Till,L,W,Dave Tirelli,30 - 27,Eric Colon,28 - 29,Chris Lee,27 - 30
UFC 244: Masvidal vs. Diaz ,Stephen Thompson  vs. Vicente Luque ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 26 - 30.Doug Crosby 26 - 30.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/28deed0ab55ca350,Stephen Thompson,Vicente Luque,W,L,Derek Cleary,26 - 30,Doug Crosby,26 - 30,amato,27 - 29
UFC 244: Masvidal vs. Diaz ,Derrick Lewis  vs. Blagoy Ivanov ,W/L,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Dave Tirelli 27 - 30.Eric Colon 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/f870cacadb058733,Derrick Lewis,Blagoy Ivanov,W,L,Dave Tirelli,27 - 30,Eric Colon,29 - 28,Chris Lee,28 - 29
UFC 244: Masvidal vs. Diaz ,Kevin Lee  vs. Gregor Gillespie ,W/L,Lightweight Bout,KO/TKO ,1,2:47,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance ,http://ufcstats.com/fight-details/d5955b81c26230ff,Kevin Lee,Gregor Gillespie,W,L,,,,,,
UFC 244: Masvidal vs. Diaz ,Corey Anderson  vs. Johnny Walker ,W/L,Light Heavyweight Bout,KO/TKO ,1,2:07,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head At Distance ,http://ufcstats.com/fight-details/a2af14e9dba37b03,Corey Anderson,Johnny Walker,W,L,,,,,,
UFC 244: Masvidal vs. Diaz ,Shane Burgos  vs. Makwan Amirkhani ,W/L,Featherweight Bout,KO/TKO ,3,4:32,3 Rnd (5-5-5),Keith Peterson,Punch to Body At Distance ,http://ufcstats.com/fight-details/216fddf542707629,Shane Burgos,Makwan Amirkhani,W,L,,,,,,
UFC 244: Masvidal vs. Diaz ,Brad Tavares  vs. Edmen Shahbazyan ,L/W,Middleweight Bout,KO/TKO ,1,2:27,3 Rnd (5-5-5),Todd Ronald Anderson,Kick to Head At Distance ,http://ufcstats.com/fight-details/a3e8ef1ce72a7d02,Brad Tavares,Edmen Shahbazyan,L,W,,,,,,
UFC 244: Masvidal vs. Diaz ,Andrei Arlovski  vs. Jairzinho Rozenstruik ,L/W,Heavyweight Bout,KO/TKO ,1,0:29,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/83f7c3b91a402306,Andrei Arlovski,Jairzinho Rozenstruik,L,W,,,,,,
UFC 244: Masvidal vs. Diaz ,Katlyn Chookagian  vs. Jennifer Maia ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Derek Cleary 28 - 29.Eric Colon 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/515ecc54219bcc4c,Katlyn Chookagian,Jennifer Maia,W,L,Derek Cleary,28 - 29,Eric Colon,28 - 29,amato,28 - 29
UFC 244: Masvidal vs. Diaz ,Lyman Good  vs. Chance Rencountre ,W/L,Welterweight Bout,KO/TKO ,3,2:03,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/a6c29d2cb319d923,Lyman Good,Chance Rencountre,W,L,,,,,,
UFC 244: Masvidal vs. Diaz ,Julio Arce  vs. Hakeem Dawodu ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Derek Cleary 28 - 29.Eric Colon 28 - 29.Chris Lee 29 - 28.,http://ufcstats.com/fight-details/d7cbe2f23d75afd1,Julio Arce,Hakeem Dawodu,L,W,Derek Cleary,28 - 29,Eric Colon,28 - 29,Chris Lee,29 - 28
UFC Fight Night: Maia vs. Askren ,Demian Maia  vs. Ben Askren ,W/L,Welterweight Bout,Submission ,3,3:54,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/241a0833e1c76804,Demian Maia,Ben Askren,W,L,,,,,,
UFC Fight Night: Maia vs. Askren ,Michael Johnson  vs. Stevie Ray ,L/W,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Pawel Harasim 28 - 29.Barry Foley 28 - 29.Evan Field 28 - 28.,http://ufcstats.com/fight-details/3162ae3ccbf785ac,Michael Johnson,Stevie Ray,L,W,Pawel Harasim,28 - 29,Barry Foley,28 - 29,Evan Field,28 - 28
UFC Fight Night: Maia vs. Askren ,Frank Camacho  vs. Beneil Dariush ,L/W,Lightweight Bout,Submission ,1,2:02,3 Rnd (5-5-5),Kevin Sataki,Rear Naked Choke ,http://ufcstats.com/fight-details/b2d05ae88f820421,Frank Camacho,Beneil Dariush,L,W,,,,,,
UFC Fight Night: Maia vs. Askren ,Ciryl Gane  vs. Don'Tale Mayes ,W/L,Heavyweight Bout,Submission ,3,4:46,3 Rnd (5-5-5),Herb Dean,Heel Hook From Guard ,http://ufcstats.com/fight-details/41b75c9222c33cdf,Ciryl Gane,Don'Tale Mayes,W,L,,,,,,
UFC Fight Night: Maia vs. Askren ,Muslim Salikhov  vs. Laureano Staropoli ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Evan Field 26 - 30.Howard Hughes 26 - 30.Takeo Kobayashi 28 - 29.,http://ufcstats.com/fight-details/89266a872e1f92d9,Muslim Salikhov,Laureano Staropoli,W,L,Evan Field,26 - 30,Howard Hughes,26 - 30,Takeo Kobayashi,28 - 29
UFC Fight Night: Maia vs. Askren ,Randa Markos  vs. Ashley Yoder ,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Mark Collett 28 - 29.Howard Hughes 28 - 29.Evan Field 29 - 28.,http://ufcstats.com/fight-details/1f9a6f2120835615,Randa Markos,Ashley Yoder,W,L,Mark Collett,28 - 29,Howard Hughes,28 - 29,Evan Field,29 - 28
UFC Fight Night: Maia vs. Askren ,Alex White  vs. Rafael Fiziev ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Barry Foley 28 - 29.Pawel Harasim 27 - 30.Takeo Kobayashi 27 - 30.,http://ufcstats.com/fight-details/1c91deb42b991d18,Alex White,Rafael Fiziev,L,W,Barry Foley,28 - 29,Pawel Harasim,27 - 30,Takeo Kobayashi,27 - 30
UFC Fight Night: Maia vs. Askren ,Enrique Barzola  vs. Movsar Evloev ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 28 - 29.Howard Hughes 28 - 29.Pawel Harasim 27 - 30.,http://ufcstats.com/fight-details/a4527094aa107b55,Enrique Barzola,Movsar Evloev,L,W,Mark Collett,28 - 29,Howard Hughes,28 - 29,Pawel Harasim,27 - 30
UFC Fight Night: Maia vs. Askren ,Maurice Greene  vs. Sergei Pavlovich ,L/W,Heavyweight Bout,KO/TKO ,1,2:11,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/cc477d322638ba30,Maurice Greene,Sergei Pavlovich,L,W,,,,,,
UFC Fight Night: Maia vs. Askren ,Loma Lookboonmee  vs. Aleksandra Albu ,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Mark Collett 27 - 30.Pawel Harasim 27 - 30.Barry Foley 29 - 28.,http://ufcstats.com/fight-details/4ea4d0a73a90bfb0,Loma Lookboonmee,Aleksandra Albu,W,L,Mark Collett,27 - 30,Pawel Harasim,27 - 30,Barry Foley,29 - 28
UFC Fight Night: Maia vs. Askren ,Raphael Pessoa  vs. Jeff Hughes ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Howard Hughes 27 - 30.Evan Field 27 - 30.Takeo Kobayashi 27 - 30.,http://ufcstats.com/fight-details/3d9aeef58dd0b51b,Raphael Pessoa,Jeff Hughes,W,L,Howard Hughes,27 - 30,Evan Field,27 - 30,Takeo Kobayashi,27 - 30
UFC Fight Night: Reyes vs. Weidman ,Dominick Reyes  vs. Chris Weidman ,W/L,Light Heavyweight Bout,KO/TKO ,1,1:43,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/0d1d7cfb2a48d5ec,Dominick Reyes,Chris Weidman,W,L,,,,,,
UFC Fight Night: Reyes vs. Weidman ,Yair Rodriguez  vs. Jeremy Stephens ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,David Ginsberg 28 - 29.Dave Tirelli 28 - 29.Macel Varella 28 - 29.,http://ufcstats.com/fight-details/d2dc6fb05ad78d80,Yair Rodriguez,Jeremy Stephens,W,L,David Ginsberg,28 - 29,Dave Tirelli,28 - 29,Macel Varella,28 - 29
UFC Fight Night: Reyes vs. Weidman ,Greg Hardy  vs. Ben Sosoli ,NC/NC,Heavyweight Bout,Overturned ,3,5:00,3 Rnd (5-5-5),Bryan Miner,Illegal Inhaler Use by HardyLars Borssen 28 - 29.Sal D'amato 28 - 29.Macel Varella 28 - 29.,http://ufcstats.com/fight-details/0019ec81fd706ade,Greg Hardy,Ben Sosoli,NC,NC,Illegal Inhaler Use by HardyLars Borssen,28 - 29,amato,28 - 29,Macel Varella,28 - 29
UFC Fight Night: Reyes vs. Weidman ,Joe Lauzon  vs. Jonathan Pearce ,W/L,Lightweight Bout,KO/TKO ,1,1:33,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control ,http://ufcstats.com/fight-details/57d989702ae72dc1,Joe Lauzon,Jonathan Pearce,W,L,,,,,,
UFC Fight Night: Reyes vs. Weidman ,Maycee Barber  vs. Gillian Robertson ,W/L,Women's Flyweight Bout,KO/TKO ,1,3:04,3 Rnd (5-5-5),Gary Forman,Punches to Head At Distance ,http://ufcstats.com/fight-details/7510b0c96f5707ea,Maycee Barber,Gillian Robertson,W,L,,,,,,
UFC Fight Night: Reyes vs. Weidman ,Deron Winn  vs. Darren Stewart ,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Rita,Eric Colon 28 - 29.Nick Mahmood 28 - 29.Dave Tirelli 29 - 28.,http://ufcstats.com/fight-details/93f3e9b9f093ad57,Deron Winn,Darren Stewart,L,W,Eric Colon,28 - 29,Nick Mahmood,28 - 29,Dave Tirelli,29 - 28
UFC Fight Night: Reyes vs. Weidman ,Charles Rosa  vs. Manny Bermudez ,W/L,Featherweight Bout,Submission ,1,2:46,3 Rnd (5-5-5),Kevin MacDonald,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/076c98ac0561521f,Charles Rosa,Manny Bermudez,W,L,,,,,,
UFC Fight Night: Reyes vs. Weidman ,Molly McCann  vs. Diana Belbita ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Bryan Miner,David Ginsberg 25 - 30.Chris Lee 25 - 30.Dave Tirelli 25 - 30.,http://ufcstats.com/fight-details/baf17e5e1fe1c744,Molly McCann,Diana Belbita,W,L,David Ginsberg,25 - 30,Chris Lee,25 - 30,Dave Tirelli,25 - 30
UFC Fight Night: Reyes vs. Weidman ,Kyle Bochniak  vs. Sean Woodson ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Steve Rita,Marcelo Vilhena 26 - 30.Sal D'amato 27 - 30.Nick Mahmood 27 - 30.,http://ufcstats.com/fight-details/9c3fb95a1558b38d,Kyle Bochniak,Sean Woodson,L,W,Marcelo Vilhena,26 - 30,amato,27 - 30,Nick Mahmood,27 - 30
UFC Fight Night: Reyes vs. Weidman ,Randy Costa  vs. Boston Salmon ,W/L,Bantamweight Bout,KO/TKO ,1,2:15,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/38d6c2538ce6ec4c,Randy Costa,Boston Salmon,W,L,,,,,,
UFC Fight Night: Reyes vs. Weidman ,Court McGee  vs. Sean Brady ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Bryan Miner,Chris Lee 28 - 29.Dave Tirelli 27 - 30.Macel Varella 27 - 30.,http://ufcstats.com/fight-details/26d75187369ecf2c,Court McGee,Sean Brady,L,W,Chris Lee,28 - 29,Dave Tirelli,27 - 30,Macel Varella,27 - 30
UFC Fight Night: Reyes vs. Weidman ,Brendan Allen  vs. Kevin Holland ,W/L,Middleweight Bout,Submission ,2,3:38,3 Rnd (5-5-5),Steve Rita,Rear Naked Choke ,http://ufcstats.com/fight-details/74b44635535cb290,Brendan Allen,Kevin Holland,W,L,,,,,,
UFC Fight Night: Reyes vs. Weidman ,Daniel Spitz  vs. Tanner Boser ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gary Forman,Eric Colon 27 - 30.Nick Mahmood 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/1e3d3545b6dd13a7,Daniel Spitz,Tanner Boser,L,W,Eric Colon,27 - 30,Nick Mahmood,27 - 30,Dave Tirelli,27 - 30
UFC Fight Night: Joanna vs. Waterson ,Joanna Jedrzejczyk  vs. Michelle Waterson ,W/L,Women's Strawweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 45 - 50.Derek Cleary 45 - 50.Dave Tirelli 46 - 49.,http://ufcstats.com/fight-details/f61f5adf7e0a80c4,Joanna Jedrzejczyk,Michelle Waterson,W,L,Chris Lee,45 - 50,Derek Cleary,45 - 50,Dave Tirelli,46 - 49
UFC Fight Night: Joanna vs. Waterson ,Cub Swanson  vs. Kron Gracie ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Dave Tirelli 27 - 30.Derek Cleary 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/707ba52845d399c9,Cub Swanson,Kron Gracie,W,L,Dave Tirelli,27 - 30,Derek Cleary,27 - 30,Tony Weeks,27 - 30
UFC Fight Night: Joanna vs. Waterson ,Niko Price  vs. James Vick ,W/L,Welterweight Bout,KO/TKO ,1,1:44,3 Rnd (5-5-5),Herb Dean,Kick to Head From Bottom GuardUpkick,http://ufcstats.com/fight-details/f3169b755afcdc5b,Niko Price,James Vick,W,L,,,,,,
UFC Fight Night: Joanna vs. Waterson ,Mackenzie Dern  vs. Amanda Ribas ,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Michael Cardoso,Tony Weeks 27 - 30.Troy Wincapaw 27 - 30.Michelle Olney 27 - 30.,http://ufcstats.com/fight-details/2d7f29ec900a8948,Mackenzie Dern,Amanda Ribas,L,W,Tony Weeks,27 - 30,Troy Wincapaw,27 - 30,Michelle Olney,27 - 30
UFC Fight Night: Joanna vs. Waterson ,Matt Frevola  vs. Luis Pena ,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 29 - 28.Tony Weeks 28 - 29.Daniel Torres 28 - 29.,http://ufcstats.com/fight-details/bed2710e06dabe6a,Matt Frevola,Luis Pena,W,L,Chris Lee,29 - 28,Tony Weeks,28 - 29,Daniel Torres,28 - 29
UFC Fight Night: Joanna vs. Waterson ,Eryk Anders  vs. Gerald Meerschaert ,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Derek Cleary 29 - 28.Tony Weeks 28 - 29.Michelle Olney 28 - 29.,http://ufcstats.com/fight-details/834f67e96612cd6f,Eryk Anders,Gerald Meerschaert,W,L,Derek Cleary,29 - 28,Tony Weeks,28 - 29,Michelle Olney,28 - 29
UFC Fight Night: Joanna vs. Waterson ,Ryan Spann  vs. Devin Clark ,W/L,Light Heavyweight Bout,Submission ,2,2:01,3 Rnd (5-5-5),Michael Cardoso,Guillotine Choke Standing ,http://ufcstats.com/fight-details/25548d526c3a7587,Ryan Spann,Devin Clark,W,L,,,,,,
UFC Fight Night: Joanna vs. Waterson ,Mike Davis  vs. Thomas Gifford ,W/L,Lightweight Bout,KO/TKO ,3,4:45,3 Rnd (5-5-5),Andrew Glenn,Punch to Head At Distance ,http://ufcstats.com/fight-details/6a0217099efee13f,Mike Davis,Thomas Gifford,W,L,,,,,,
UFC Fight Night: Joanna vs. Waterson ,Max Griffin  vs. Alex Morono ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Michelle Olney 28 - 29.Tony Weeks 27 - 29.Dave Tirelli 27 - 29.,http://ufcstats.com/fight-details/c5b8a996eff18540,Max Griffin,Alex Morono,L,W,Michelle Olney,28 - 29,Tony Weeks,27 - 29,Dave Tirelli,27 - 29
UFC Fight Night: Joanna vs. Waterson ,Deiveson Figueiredo  vs. Tim Elliott ,W/L,Flyweight Bout,Submission ,1,3:08,3 Rnd (5-5-5),Kevin MacDonald,Guillotine Choke From Bottom Guard ,http://ufcstats.com/fight-details/18dde81d45ac2232,Deiveson Figueiredo,Tim Elliott,W,L,,,,,,
UFC Fight Night: Joanna vs. Waterson ,Marlon Vera  vs. Andre Ewell ,W/L,Bantamweight Bout,KO/TKO ,3,3:17,3 Rnd (5-5-5),Andrew Glenn,Elbows to Head From Half Guard ,http://ufcstats.com/fight-details/70f01e9ff0b4e519,Marlon Vera,Andre Ewell,W,L,,,,,,
UFC Fight Night: Joanna vs. Waterson ,Miguel Baeza  vs. Hector Aldana ,W/L,Welterweight Bout,KO/TKO ,2,2:32,3 Rnd (5-5-5),Michael Cardoso,Kick to Leg At Distance ,http://ufcstats.com/fight-details/1d26ceb1c995655e,Miguel Baeza,Hector Aldana,W,L,,,,,,
UFC Fight Night: Joanna vs. Waterson ,Marvin Vettori  vs. Andrew Sanchez ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Daniel Torres 27 - 30.Dave Tirelli 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/bac178dea57bd545,Marvin Vettori,Andrew Sanchez,W,L,Daniel Torres,27 - 30,Dave Tirelli,27 - 30,Derek Cleary,27 - 30
UFC Fight Night: Joanna vs. Waterson ,JJ Aldrich  vs. Lauren Mueller ,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Tony Weeks 27 - 30.Chris Lee 28 - 29.Michelle Olney 28 - 29.,http://ufcstats.com/fight-details/64bee58391921b4b,JJ Aldrich,Lauren Mueller,W,L,Tony Weeks,27 - 30,Chris Lee,28 - 29,Michelle Olney,28 - 29
