EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC 329: McGregor vs. Holloway 2,Alessandro Costa vs. Cody Durden,Round 2,Cody Durden,0,11 of 20,55%,11 of 20,0 of 0,---,0,0,0:00,9 of 18,0 of 0,2 of 2,11 of 20,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Rafael Fiziev vs. Manuel Torres,Round 1,Rafael Fiziev,0,15 of 25,60%,18 of 29,2 of 2,100%,0,0,0:36,4 of 8,1 of 3,10 of 14,14 of 24,0 of 0,1 of 1
UFC Fight Night: Fiziev vs. Torres,Rafael Fiziev vs. Manuel Torres,Round 2,Rafael Fiziev,1,10 of 14,71%,10 of 14,0 of 0,---,0,0,0:06,9 of 13,1 of 1,0 of 0,2 of 3,3 of 5,5 of 6
UFC Fight Night: Fiziev vs. Torres,Rafael Fiziev vs. Manuel Torres,Round 1,Manuel Torres,0,21 of 51,41%,25 of 55,0 of 0,---,0,0,0:06,15 of 44,4 of 5,2 of 2,20 of 48,1 of 3,0 of 0
UFC Fight Night: Fiziev vs. Torres,Rafael Fiziev vs. Manuel Torres,Round 2,Manuel Torres,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0
UFC Fight Night: Fiziev vs. Torres,Shara Magomedov vs. Michel Pereira,Round 1,Shara Magomedov,0,6 of 7,85%,53 of 71,0 of 0,---,0,1,0:42,3 of 4,0 of 0,3 of 3,4 of 4,0 of 0,2 of 3
UFC Fight Night: Fiziev vs. Torres,Shara Magomedov vs. Michel Pereira,Round 2,Shara Magomedov,0,20 of 35,57%,20 of 35,0 of 0,---,0,0,0:00,4 of 16,7 of 9,9 of 10,19 of 33,1 of 2,0 of 0
UFC Fight Night: Fiziev vs. Torres,Shara Magomedov vs. Michel Pereira,Round 3,Shara Magomedov,0,26 of 43,60%,39 of 59,0 of 0,---,0,0,0:11,9 of 19,11 of 15,6 of 9,21 of 38,4 of 4,1 of 1
UFC Fight Night: Fiziev vs. Torres,Shara Magomedov vs. Michel Pereira,Round 1,Michel Pereira,1,16 of 30,53%,37 of 56,0 of 0,---,0,0,3:24,14 of 28,2 of 2,0 of 0,1 of 3,0 of 0,15 of 27
UFC Fight Night: Fiziev vs. Torres,Shara Magomedov vs. Michel Pereira,Round 2,Michel Pereira,0,6 of 17,35%,6 of 17,0 of 0,---,0,0,0:00,3 of 11,2 of 5,1 of 1,6 of 17,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Shara Magomedov vs. Michel Pereira,Round 3,Michel Pereira,0,13 of 35,37%,18 of 40,0 of 2,0%,0,0,0:40,4 of 16,5 of 9,4 of 10,12 of 34,1 of 1,0 of 0
UFC Fight Night: Fiziev vs. Torres,Nazim Sadykhov vs. Matheus Camilo,Round 1,Nazim Sadykhov,0,0 of 16,0%,0 of 16,0 of 0,---,0,0,0:00,0 of 10,0 of 1,0 of 5,0 of 16,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Nazim Sadykhov vs. Matheus Camilo,Round 1,Matheus Camilo,1,4 of 10,40%,4 of 10,0 of 0,---,0,0,0:03,3 of 8,0 of 0,1 of 2,2 of 6,0 of 0,2 of 4
UFC Fight Night: Fiziev vs. Torres,Asu Almabayev vs. Charles Johnson,Round 1,Asu Almabayev,0,8 of 17,47%,23 of 36,3 of 4,75%,0,0,3:19,6 of 13,0 of 2,2 of 2,5 of 11,0 of 0,3 of 6
UFC Fight Night: Fiziev vs. Torres,Asu Almabayev vs. Charles Johnson,Round 2,Asu Almabayev,0,14 of 27,51%,26 of 40,2 of 4,50%,0,0,2:26,5 of 16,6 of 7,3 of 4,10 of 22,1 of 1,3 of 4
UFC Fight Night: Fiziev vs. Torres,Asu Almabayev vs. Charles Johnson,Round 3,Asu Almabayev,0,6 of 7,85%,24 of 26,1 of 1,100%,1,0,3:03,4 of 5,1 of 1,1 of 1,3 of 4,0 of 0,3 of 3
UFC Fight Night: Fiziev vs. Torres,Asu Almabayev vs. Charles Johnson,Round 1,Charles Johnson,0,4 of 11,36%,8 of 16,0 of 0,---,0,0,0:00,0 of 2,4 of 6,0 of 3,2 of 9,2 of 2,0 of 0
UFC Fight Night: Fiziev vs. Torres,Asu Almabayev vs. Charles Johnson,Round 2,Charles Johnson,0,15 of 30,50%,19 of 34,0 of 0,---,0,0,0:00,4 of 15,4 of 7,7 of 8,14 of 28,1 of 2,0 of 0
UFC Fight Night: Fiziev vs. Torres,Asu Almabayev vs. Charles Johnson,Round 3,Charles Johnson,0,2 of 4,50%,5 of 7,0 of 0,---,1,0,0:00,1 of 2,0 of 1,1 of 1,2 of 4,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Ikram Aliskerov vs. Brunno Ferreira,Round 1,Ikram Aliskerov,0,15 of 29,51%,39 of 57,2 of 3,66%,0,0,2:44,9 of 23,2 of 2,4 of 4,14 of 27,0 of 1,1 of 1
UFC Fight Night: Fiziev vs. Torres,Ikram Aliskerov vs. Brunno Ferreira,Round 2,Ikram Aliskerov,0,20 of 39,51%,24 of 45,2 of 2,100%,0,0,2:30,13 of 31,5 of 6,2 of 2,17 of 35,0 of 0,3 of 4
UFC Fight Night: Fiziev vs. Torres,Ikram Aliskerov vs. Brunno Ferreira,Round 3,Ikram Aliskerov,0,12 of 30,40%,51 of 77,1 of 1,100%,1,0,3:39,10 of 26,2 of 4,0 of 0,5 of 22,0 of 0,7 of 8
UFC Fight Night: Fiziev vs. Torres,Ikram Aliskerov vs. Brunno Ferreira,Round 1,Brunno Ferreira,0,6 of 10,60%,7 of 12,0 of 0,---,0,0,0:00,3 of 7,1 of 1,2 of 2,6 of 10,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Ikram Aliskerov vs. Brunno Ferreira,Round 2,Brunno Ferreira,0,10 of 26,38%,11 of 28,0 of 1,0%,0,0,0:07,8 of 24,1 of 1,1 of 1,10 of 26,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Ikram Aliskerov vs. Brunno Ferreira,Round 3,Brunno Ferreira,0,3 of 19,15%,5 of 21,0 of 0,---,0,0,0:00,2 of 17,1 of 2,0 of 0,3 of 19,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Abus Magomedov vs. Michal Oleksiejczuk,Round 1,Abus Magomedov,1,10 of 27,37%,10 of 27,0 of 0,---,1,0,0:36,5 of 20,4 of 5,1 of 2,9 of 25,1 of 1,0 of 1
UFC Fight Night: Fiziev vs. Torres,Abus Magomedov vs. Michal Oleksiejczuk,Round 1,Michal Oleksiejczuk,0,5 of 19,26%,5 of 19,0 of 0,---,0,0,0:03,1 of 12,2 of 4,2 of 3,5 of 19,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Farman Hasanov vs. Eric Nolan,Round 1,Farman Hasanov,0,1 of 4,25%,16 of 23,9 of 12,75%,0,0,4:27,1 of 4,0 of 0,0 of 0,0 of 1,0 of 0,1 of 3
UFC Fight Night: Fiziev vs. Torres,Farman Hasanov vs. Eric Nolan,Round 2,Farman Hasanov,0,10 of 17,58%,18 of 31,5 of 11,45%,0,0,3:33,10 of 17,0 of 0,0 of 0,9 of 16,0 of 0,1 of 1
UFC Fight Night: Fiziev vs. Torres,Farman Hasanov vs. Eric Nolan,Round 3,Farman Hasanov,0,10 of 20,50%,19 of 33,3 of 4,75%,0,0,3:12,9 of 18,1 of 2,0 of 0,10 of 20,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Farman Hasanov vs. Eric Nolan,Round 1,Eric Nolan,0,0 of 5,0%,4 of 10,0 of 0,---,0,0,0:00,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Farman Hasanov vs. Eric Nolan,Round 2,Eric Nolan,0,7 of 21,33%,11 of 25,0 of 0,---,0,0,0:03,7 of 21,0 of 0,0 of 0,7 of 21,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Farman Hasanov vs. Eric Nolan,Round 3,Eric Nolan,0,8 of 25,32%,14 of 32,0 of 0,---,0,0,0:00,7 of 24,1 of 1,0 of 0,8 of 25,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Abdul Rakhman Yakhyaev vs. Julius Walker,Round 1,Abdul Rakhman Yakhyaev,1,6 of 8,75%,6 of 8,0 of 0,---,0,0,0:03,6 of 8,0 of 0,0 of 0,1 of 1,0 of 0,5 of 7
UFC Fight Night: Fiziev vs. Torres,Abdul Rakhman Yakhyaev vs. Julius Walker,Round 1,Julius Walker,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Nursulton Ruziboev vs. Andrey Pulyaev,Round 1,Nursulton Ruziboev,0,1 of 3,33%,13 of 18,2 of 2,100%,1,0,2:28,0 of 1,1 of 2,0 of 0,1 of 3,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Nursulton Ruziboev vs. Andrey Pulyaev,Round 1,Andrey Pulyaev,0,2 of 6,33%,15 of 23,0 of 0,---,0,0,0:00,0 of 4,2 of 2,0 of 0,2 of 6,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Kaan Ofli vs. Javier Reyes,Round 1,Kaan Ofli,1,17 of 26,65%,42 of 53,0 of 0,---,1,0,0:32,9 of 17,4 of 5,4 of 4,13 of 21,0 of 0,4 of 5
UFC Fight Night: Fiziev vs. Torres,Kaan Ofli vs. Javier Reyes,Round 1,Javier Reyes,0,7 of 35,20%,7 of 35,0 of 0,---,0,0,0:00,3 of 29,2 of 4,2 of 2,7 of 35,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Daniil Donchenko vs. Theodor Berggren,Round 1,Daniil Donchenko,0,57 of 82,69%,58 of 83,0 of 0,---,0,0,0:20,9 of 28,25 of 30,23 of 24,51 of 74,6 of 8,0 of 0
UFC Fight Night: Fiziev vs. Torres,Daniil Donchenko vs. Theodor Berggren,Round 2,Daniil Donchenko,2,14 of 25,56%,15 of 26,0 of 0,---,0,0,0:07,7 of 16,1 of 2,6 of 7,10 of 19,4 of 5,0 of 1
UFC Fight Night: Fiziev vs. Torres,Daniil Donchenko vs. Theodor Berggren,Round 1,Theodor Berggren,0,17 of 47,36%,23 of 54,0 of 0,---,0,0,0:17,12 of 37,4 of 9,1 of 1,14 of 43,3 of 4,0 of 0
UFC Fight Night: Fiziev vs. Torres,Daniil Donchenko vs. Theodor Berggren,Round 2,Theodor Berggren,0,6 of 17,35%,6 of 17,0 of 0,---,0,0,0:00,3 of 13,3 of 4,0 of 0,6 of 17,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan vs. Jean Matsumoto,Round 1,Bekzat Almakhan,1,21 of 37,56%,21 of 37,0 of 0,---,0,0,0:02,17 of 32,3 of 4,1 of 1,20 of 36,1 of 1,0 of 0
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan vs. Jean Matsumoto,Round 2,Bekzat Almakhan,0,28 of 65,43%,29 of 66,0 of 0,---,0,0,0:00,24 of 61,4 of 4,0 of 0,27 of 64,1 of 1,0 of 0
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan vs. Jean Matsumoto,Round 3,Bekzat Almakhan,0,20 of 57,35%,20 of 57,0 of 0,---,0,0,0:00,18 of 55,2 of 2,0 of 0,18 of 55,2 of 2,0 of 0
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan vs. Jean Matsumoto,Round 1,Jean Matsumoto,0,20 of 52,38%,25 of 57,1 of 4,25%,0,0,0:37,8 of 36,3 of 4,9 of 12,16 of 47,1 of 1,3 of 4
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan vs. Jean Matsumoto,Round 2,Jean Matsumoto,0,33 of 95,34%,35 of 97,0 of 4,0%,0,0,0:32,21 of 79,6 of 9,6 of 7,30 of 89,3 of 6,0 of 0
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan vs. Jean Matsumoto,Round 3,Jean Matsumoto,0,26 of 82,31%,29 of 87,1 of 2,50%,0,0,0:29,15 of 61,2 of 8,9 of 13,24 of 75,2 of 7,0 of 0
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev vs. Jefferson Nascimento,Round 1,Tahir Abdullayev,0,5 of 20,25%,5 of 20,0 of 1,0%,0,0,0:00,2 of 16,1 of 2,2 of 2,4 of 18,1 of 2,0 of 0
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev vs. Jefferson Nascimento,Round 2,Tahir Abdullayev,0,6 of 24,25%,6 of 24,0 of 1,0%,0,0,0:00,4 of 22,1 of 1,1 of 1,6 of 24,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev vs. Jefferson Nascimento,Round 3,Tahir Abdullayev,0,26 of 43,60%,49 of 67,2 of 4,50%,0,0,3:12,20 of 36,6 of 7,0 of 0,4 of 13,3 of 4,19 of 26
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev vs. Jefferson Nascimento,Round 1,Jefferson Nascimento,0,7 of 15,46%,7 of 15,0 of 1,0%,0,0,0:25,1 of 6,5 of 7,1 of 2,6 of 14,1 of 1,0 of 0
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev vs. Jefferson Nascimento,Round 2,Jefferson Nascimento,0,15 of 34,44%,15 of 34,0 of 0,---,0,0,0:00,7 of 21,5 of 10,3 of 3,15 of 34,0 of 0,0 of 0
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev vs. Jefferson Nascimento,Round 3,Jefferson Nascimento,0,13 of 23,56%,32 of 51,0 of 0,---,0,0,0:08,3 of 11,9 of 9,1 of 3,12 of 22,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Manel Kape vs. Kyoji Horiguchi,Round 1,Manel Kape,0,5 of 19,26%,8 of 22,0 of 0,---,0,0,0:00,1 of 14,1 of 2,3 of 3,5 of 18,0 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Manel Kape vs. Kyoji Horiguchi,Round 2,Manel Kape,0,2 of 5,40%,26 of 31,0 of 0,---,0,0,0:00,0 of 3,1 of 1,1 of 1,2 of 5,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Manel Kape vs. Kyoji Horiguchi,Round 3,Manel Kape,1,12 of 32,37%,13 of 35,0 of 0,---,0,0,0:10,10 of 30,0 of 0,2 of 2,6 of 23,0 of 0,6 of 9
UFC Fight Night: Kape vs. Horiguchi,Manel Kape vs. Kyoji Horiguchi,Round 1,Kyoji Horiguchi,0,8 of 15,53%,9 of 17,1 of 3,33%,0,0,0:15,4 of 8,2 of 3,2 of 4,8 of 15,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Manel Kape vs. Kyoji Horiguchi,Round 2,Kyoji Horiguchi,0,11 of 15,73%,36 of 49,1 of 1,100%,0,0,3:45,9 of 13,2 of 2,0 of 0,4 of 5,0 of 0,7 of 10
UFC Fight Night: Kape vs. Horiguchi,Manel Kape vs. Kyoji Horiguchi,Round 3,Kyoji Horiguchi,0,8 of 23,34%,8 of 23,0 of 1,0%,0,0,0:00,8 of 22,0 of 0,0 of 1,8 of 22,0 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Ion Cutelaba vs. Navajo Stirling,Round 1,Ion Cutelaba,0,6 of 26,23%,34 of 55,2 of 2,100%,1,1,1:53,4 of 24,1 of 1,1 of 1,5 of 23,1 of 3,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Ion Cutelaba vs. Navajo Stirling,Round 2,Ion Cutelaba,0,13 of 22,59%,24 of 33,3 of 5,60%,0,1,1:08,6 of 12,2 of 3,5 of 7,9 of 18,1 of 1,3 of 3
UFC Fight Night: Kape vs. Horiguchi,Ion Cutelaba vs. Navajo Stirling,Round 1,Navajo Stirling,0,16 of 24,66%,23 of 31,0 of 0,---,0,0,1:10,9 of 15,6 of 7,1 of 2,15 of 22,1 of 2,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Ion Cutelaba vs. Navajo Stirling,Round 2,Navajo Stirling,0,36 of 46,78%,36 of 46,0 of 1,0%,0,2,0:43,29 of 39,5 of 5,2 of 2,16 of 22,0 of 0,20 of 24
UFC Fight Night: Kape vs. Horiguchi,Hyder Amil vs. Christian Rodriguez,Round 1,Hyder Amil,0,23 of 48,47%,23 of 48,0 of 1,0%,0,0,0:00,11 of 30,7 of 8,5 of 10,19 of 42,4 of 6,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Hyder Amil vs. Christian Rodriguez,Round 1,Christian Rodriguez,1,20 of 38,52%,23 of 43,1 of 3,33%,1,0,0:23,17 of 35,3 of 3,0 of 0,18 of 34,0 of 0,2 of 4
UFC Fight Night: Kape vs. Horiguchi,Melsik Baghdasaryan vs. Murtazali Magomedov,Round 1,Melsik Baghdasaryan,0,3 of 13,23%,3 of 13,0 of 0,---,0,0,0:00,0 of 9,3 of 3,0 of 1,3 of 13,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Melsik Baghdasaryan vs. Murtazali Magomedov,Round 1,Murtazali Magomedov,0,5 of 7,71%,7 of 9,1 of 2,50%,1,0,0:27,3 of 5,0 of 0,2 of 2,5 of 5,0 of 0,0 of 2
UFC Fight Night: Kape vs. Horiguchi,Vinicius Oliveira vs. Andre Fili,Round 1,Vinicius Oliveira,0,27 of 43,62%,27 of 43,0 of 1,0%,0,0,0:15,6 of 20,7 of 8,14 of 15,26 of 42,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Vinicius Oliveira vs. Andre Fili,Round 2,Vinicius Oliveira,1,78 of 109,71%,78 of 109,0 of 0,---,0,0,0:02,41 of 70,21 of 23,16 of 16,63 of 92,9 of 11,6 of 6
UFC Fight Night: Kape vs. Horiguchi,Vinicius Oliveira vs. Andre Fili,Round 1,Andre Fili,0,22 of 53,41%,22 of 53,0 of 0,---,0,0,0:00,17 of 48,5 of 5,0 of 0,21 of 51,1 of 2,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Vinicius Oliveira vs. Andre Fili,Round 2,Andre Fili,0,18 of 60,30%,18 of 60,0 of 1,0%,0,0,0:00,14 of 56,4 of 4,0 of 0,17 of 59,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Andre Lima vs. Kevin Borjas,Round 1,Andre Lima,0,20 of 42,47%,20 of 42,0 of 0,---,0,0,0:00,5 of 17,5 of 10,10 of 15,20 of 42,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Andre Lima vs. Kevin Borjas,Round 2,Andre Lima,0,16 of 40,40%,17 of 41,0 of 0,---,0,0,0:33,5 of 18,5 of 12,6 of 10,15 of 39,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Andre Lima vs. Kevin Borjas,Round 3,Andre Lima,0,15 of 32,46%,21 of 38,0 of 2,0%,0,0,1:08,6 of 17,3 of 9,6 of 6,14 of 31,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Andre Lima vs. Kevin Borjas,Round 1,Kevin Borjas,0,18 of 51,35%,18 of 51,0 of 0,---,0,0,0:00,14 of 43,3 of 6,1 of 2,18 of 51,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Andre Lima vs. Kevin Borjas,Round 2,Kevin Borjas,0,18 of 46,39%,18 of 46,0 of 1,0%,0,0,0:07,7 of 30,9 of 14,2 of 2,17 of 45,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Andre Lima vs. Kevin Borjas,Round 3,Kevin Borjas,0,15 of 39,38%,16 of 40,0 of 0,---,0,0,0:01,11 of 33,4 of 4,0 of 2,13 of 37,2 of 2,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Bia Mesquita vs. Melissa Mullins,Round 1,Bia Mesquita,0,3 of 10,30%,28 of 37,0 of 0,---,1,0,0:12,2 of 7,1 of 2,0 of 1,3 of 10,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Bia Mesquita vs. Melissa Mullins,Round 1,Melissa Mullins,0,10 of 25,40%,13 of 28,1 of 1,100%,0,0,1:27,8 of 23,2 of 2,0 of 0,8 of 22,2 of 2,0 of 1
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento vs. Mitch Raposo,Round 1,Allan Nascimento,0,14 of 54,25%,15 of 56,0 of 3,0%,0,0,0:24,5 of 38,6 of 11,3 of 5,12 of 52,2 of 2,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento vs. Mitch Raposo,Round 2,Allan Nascimento,0,20 of 48,41%,20 of 50,0 of 1,0%,0,0,0:26,7 of 30,9 of 11,4 of 7,17 of 45,3 of 3,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento vs. Mitch Raposo,Round 3,Allan Nascimento,1,24 of 40,60%,63 of 89,0 of 0,---,0,0,3:31,16 of 28,6 of 9,2 of 3,12 of 26,5 of 6,7 of 8
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento vs. Mitch Raposo,Round 1,Mitch Raposo,0,15 of 32,46%,17 of 34,0 of 0,---,0,0,0:14,12 of 29,3 of 3,0 of 0,15 of 32,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento vs. Mitch Raposo,Round 2,Mitch Raposo,0,19 of 48,39%,20 of 49,0 of 0,---,0,0,0:12,13 of 42,6 of 6,0 of 0,18 of 47,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento vs. Mitch Raposo,Round 3,Mitch Raposo,0,4 of 9,44%,17 of 25,0 of 1,0%,0,0,0:21,4 of 9,0 of 0,0 of 0,4 of 9,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos vs. Michael Aswell Jr.,Round 1,Gaston Bolanos,0,29 of 74,39%,29 of 74,0 of 0,---,0,0,0:00,15 of 48,9 of 15,5 of 11,29 of 74,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos vs. Michael Aswell Jr.,Round 2,Gaston Bolanos,0,36 of 71,50%,37 of 74,1 of 1,100%,0,0,0:22,13 of 42,15 of 21,8 of 8,36 of 69,0 of 2,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos vs. Michael Aswell Jr.,Round 3,Gaston Bolanos,0,22 of 48,45%,28 of 54,0 of 1,0%,0,0,0:00,7 of 30,10 of 13,5 of 5,21 of 47,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos vs. Michael Aswell Jr.,Round 1,Michael Aswell Jr.,0,47 of 100,47%,47 of 100,0 of 1,0%,0,0,0:00,37 of 88,9 of 11,1 of 1,46 of 99,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos vs. Michael Aswell Jr.,Round 2,Michael Aswell Jr.,0,30 of 80,37%,34 of 85,0 of 2,0%,0,0,0:01,24 of 72,6 of 8,0 of 0,29 of 79,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos vs. Michael Aswell Jr.,Round 3,Michael Aswell Jr.,0,28 of 72,38%,34 of 82,0 of 0,---,0,0,1:05,25 of 66,3 of 5,0 of 1,20 of 59,7 of 9,1 of 4
UFC Fight Night: Kape vs. Horiguchi,Leon Shahbazyan vs. Levan Chokheli,Round 1,Leon Shahbazyan,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 0,0 of 1,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Leon Shahbazyan vs. Levan Chokheli,Round 1,Levan Chokheli,1,6 of 11,54%,6 of 11,0 of 0,---,0,0,0:01,3 of 8,1 of 1,2 of 2,6 of 8,0 of 0,0 of 3
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa vs. Luana Santos,Round 1,Karol Rosa,0,4 of 16,25%,55 of 67,0 of 0,---,0,0,0:00,2 of 12,0 of 1,2 of 3,4 of 15,0 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa vs. Luana Santos,Round 2,Karol Rosa,0,2 of 3,66%,59 of 61,0 of 0,---,0,0,0:00,1 of 1,1 of 2,0 of 0,1 of 2,0 of 0,1 of 1
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa vs. Luana Santos,Round 3,Karol Rosa,0,1 of 7,14%,12 of 19,0 of 0,---,0,0,0:00,1 of 7,0 of 0,0 of 0,1 of 7,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa vs. Luana Santos,Round 1,Luana Santos,0,7 of 9,77%,36 of 38,1 of 5,20%,0,0,3:16,4 of 6,3 of 3,0 of 0,6 of 8,1 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa vs. Luana Santos,Round 2,Luana Santos,0,2 of 2,100%,59 of 64,0 of 0,---,0,0,4:37,2 of 2,0 of 0,0 of 0,0 of 0,0 of 0,2 of 2
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa vs. Luana Santos,Round 3,Luana Santos,0,0 of 0,---,15 of 18,1 of 5,20%,0,0,4:28,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Shane Collins vs. Otari Tanzilovi,Round 1,Shane Collins,0,23 of 47,48%,33 of 58,0 of 2,0%,1,0,0:42,11 of 32,8 of 9,4 of 6,20 of 43,3 of 4,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Shane Collins vs. Otari Tanzilovi,Round 2,Shane Collins,0,21 of 38,55%,42 of 60,0 of 2,0%,1,0,0:45,14 of 28,6 of 9,1 of 1,21 of 37,0 of 1,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Shane Collins vs. Otari Tanzilovi,Round 3,Shane Collins,0,32 of 53,60%,36 of 57,0 of 2,0%,1,0,1:07,21 of 42,9 of 9,2 of 2,25 of 45,7 of 8,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Shane Collins vs. Otari Tanzilovi,Round 1,Otari Tanzilovi,0,20 of 27,74%,24 of 31,1 of 1,100%,0,0,1:14,11 of 16,5 of 6,4 of 5,15 of 22,5 of 5,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Shane Collins vs. Otari Tanzilovi,Round 2,Otari Tanzilovi,0,16 of 22,72%,23 of 29,2 of 4,50%,0,0,1:40,11 of 16,5 of 6,0 of 0,11 of 16,5 of 6,0 of 0
UFC Fight Night: Kape vs. Horiguchi,Shane Collins vs. Otari Tanzilovi,Round 3,Otari Tanzilovi,0,22 of 40,55%,27 of 45,2 of 4,50%,0,0,1:20,16 of 34,5 of 5,1 of 1,15 of 32,7 of 8,0 of 0
UFC Freedom 250,Ilia Topuria vs. Justin Gaethje,Round 1,Ilia Topuria,0,29 of 58,50%,29 of 58,0 of 0,---,0,0,0:00,19 of 48,7 of 7,3 of 3,25 of 53,4 of 5,0 of 0
UFC Freedom 250,Ilia Topuria vs. Justin Gaethje,Round 2,Ilia Topuria,1,44 of 60,73%,52 of 69,0 of 0,---,0,0,2:02,19 of 30,24 of 29,1 of 1,29 of 39,10 of 15,5 of 6
UFC Freedom 250,Ilia Topuria vs. Justin Gaethje,Round 3,Ilia Topuria,0,7 of 15,46%,10 of 18,0 of 1,0%,0,0,0:05,5 of 12,2 of 3,0 of 0,3 of 10,4 of 5,0 of 0
